,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
1010,Hyundai,Elantra,Sx,"18,49,000",1999 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Petrol,1465,4620,1800,Sedan,4,13.1 km/litre,14.6 km/litre,14.6 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,,,205/60R16,205/60R16,Electric Power,All Windows,,Remote,152PS@6200rpm,196Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2700 mm,205/60R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years/Unlimited km Warranty*,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,Normal,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,,"Driver curtain airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1011,Hyundai,Elantra,Sx At,"19,49,000",1999 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Petrol,1465,4620,1800,Sedan,4,13.1 km/litre,14.6 km/litre,14.6 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,,,205/60R16,205/60R16,Electric Power,All Windows,,Remote,152PS@6200rpm,196Nm@4000rpm,Digital,Analog,Analog,Yes,5,Fabric,AMT,2700 mm,205/60R16,,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years/Unlimited km Warranty*,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,"Normal, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1012,Hyundai,Elantra,Sx(O) At,"20,39,000",1999 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,50 litres,Petrol,1465,4620,1800,Sedan,4,13.1 km/litre,14.6 km/litre,14.6 km/litre,,,6,,Ventilated Disc,Ventilated Disc,Mcpherson strut Type with coil spring,Coupled Torsion Beam Axle,,,205/60R16,205/60R16,Electric Power,All Windows,,Smart Key,152PS@6200rpm,196Nm@4000rpm,Digital,"Analog, Digital",Analog,Yes,5,Leather,AMT,2700 mm,205/60R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,,Yes,Internal,,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years/Unlimited km Warranty*,Yes,Internal,Digital,Manual,Analog + Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,Yes,Yes,Yes,,,Yes,"Normal, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Front Row,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Driver curtain airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1013,Hyundai,Tucson,2Wd Mt Diesel,"20,79,717",1995 cc,4,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,62 litres,Diesel,1660,4475,1850,SUV,5,"16,38 km/litre",18.42 km/litre,18.42 km/litre,,,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225 / 60 R17,225 / 60 R17,Electric Power,All Windows,,,185PS@4000rpm,400NM@1750rpm,Yes,Analog,Analog,Yes,5,Fabric,Manual,2670 mm,225/55 R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1014,Hyundai,Tucson,2Wd Mt Petrol,"18,76,656",1999 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62 litres,Petrol,1660,4475,1850,SUV,5,"13,3 km/litre",13.03 km/litre,13.03 km/litre,,,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225 / 60 R17,225 / 60 R17,Electric Power,All Windows,,,155PS@6200rpm,192NM@4000rpm,Yes,Analog,Analog,Yes,5,Fabric,Manual,2670 mm,225 / 60 R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Manual,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,Air Conditioner : Standard,Rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1015,Hyundai,Tucson,2Wd At Gl Diesel,"23,64,354",1995 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62 litres,Diesel,1660,4475,1850,SUV,5,"16,38 km/litre",16.38 km/litre,16.38 km/litre,,,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,185PS@4000rpm,400NM@1750rpm,Yes,Analog,Analog,Yes,5,Leather,Automatic,2670 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Yes,Yes,,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1016,Hyundai,Tucson,2Wd At Gl Petrol,"21,87,384",1999 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62 litres,Petrol,1660,4475,1850,SUV,5,"13,3 km/litre",12.95 km/litre,12.95 km/litre,,,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,155PS@6200rpm,192NM@4000rpm,Yes,Analog,Analog,Yes,5,Leather,Automatic,2670 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1017,Hyundai,Tucson,4Wd At Gls Diesel,"26,97,417",1995 cc,4,4,4WD,In-line,BS IV,"Front, Longitudinal",Injection,62 litres,Diesel,1660,4475,1850,SUV,5,16.38 km/litre,16.38 km/litre,16.38 km/litre,,,5,,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,185PS@4000rpm,400NM@1750rpm,Yes,Analog,Analog,Yes,5,Leather,Automatic,2670 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Internal, With Remote",,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Yes,Yes,Yes,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1018,Hyundai,Tucson,2Wd At Gls Petrol,"23,73,522",1999 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62 litres,Petrol,1660,4475,1850,SUV,5,13.3 km/litre,12.95 km/litre,12.95 km/litre,,,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,155PS@6200rpm,192NM@4000rpm,Yes,Analog,Analog,Yes,5,Leather,Automatic,2670 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Front passenger side airbag, Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1019,Hyundai,Tucson,2Wd At Gl(O) Petrol,"22,46,749",1999 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62 litres,Petrol,1660,4475,1850,SUV,5,13.3 km/litre,12.95 km/litre,12.95 km/litre,,,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,155PS@6200rpm,192NM@4000rpm,Yes,Analog,Analog,Yes,5,Leather,Automatic,2670 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Yes,,"Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1020,Hyundai,Tucson,2Wd At Gl(O) Diesel,"24,23,720",1995 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,62 litres,Diesel,1660,4475,1850,SUV,5,16.38 km/litre,16.38 km/litre,16.38 km/litre,,,5,,Ventilated Disc,Solid Disc,McPherson strut with coil spring,Multilink Type with Coil Spring,1540 mm,1540 mm,225/55 R18,225/55 R18,Electric Power,All Windows,"Yes, with memory",Smart Key,185PS@4000rpm,400NM@1750rpm,Yes,Analog,Analog,Yes,5,Leather,Automatic,2670 mm,225/55 R18,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,Manual,,Yes,Yes,Yes,Digital,Front & Rear,Yes,,Yes,,Yes,Internal,Analog,Automatic,Analog,Yes,,Yes,Driver & Front Passenger,Not Applicable,2 Zone Climate Control,,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Front passenger side airbag, Curtain airbags, Drive side airbag, Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,6,,"Rake, Reach",,Air Conditioner : Standard,Front and rear sensors with camera,Yes,Yes,,,Yes,Touch Sensitive,Yes,Yes,,Electric Adjustment,Yes,Yes,,Cup Holders,Yes,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1021,Volkswagen,Passat,2.0 Tdi Comfortline,"30,21,500",1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1456,4767,1832,Sedan,4,,,17.42 km/litre,,1535 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,1586 mm,1570 mm,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Remote,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2786 mm,215 / 60 R16,,2,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,586 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.85 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag",Yes,Yes,Yes,,9,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1022,Volkswagen,Passat,2.0 Tdi Highline,"33,21,500",1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66 litres,Diesel,1456,4767,1832,Sedan,4,,,17.42 km/litre,,1550 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,1586 mm,1570 mm,215/55 R17,215/55 R17,Electric Power,All Windows,,Remote,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2786 mm,215/55 R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,586 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.85 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags",Yes,Yes,Yes,,9,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1023,Volkswagen,Passat,2.0 Tdi Comfortline Connect,"25,99,000",1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,55 litres,Diesel,1456,4767,1832,Sedan,4,,,17.42 km/litre,,1535 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,1586 mm,1570 mm,215 / 60 R16,215 / 60 R16,Electric Power,All Windows,,Remote,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2786 mm,215 / 60 R16,,2,CD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,586 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.85 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Front passenger curtain airbag",Yes,Yes,Yes,,9,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1024,Volkswagen,Passat,2.0 Tdi Highline Connect,"28,99,000",1968 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,66 litres,Diesel,1456,4767,1832,Sedan,4,,,17.42 km/litre,,1550 kg,7,,Ventilated Disc,Ventilated Disc,McPherson Strut with Coil Spring Rear,Multi-link with suspension stabiliser,1586 mm,1570 mm,215/55 R17,215/55 R17,Electric Power,All Windows,,Remote,180PS@3600-4000rpm,350Nm@1750-2500rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2786 mm,215/55 R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,2 years / Unlimited Kms,Yes,Internal,586 litres,Yes,Yes,Yes,Analog,Front & Rear,Yes,Front & Rear,Yes,"2 years / 100,000 kms (whichever occurs first)",Yes,Internal,Analog,Manual,Analog + Digital,Yes,5.85 meter,Yes,Driver & Front Passenger,Not Applicable,3 Zone climate control,Yes,Yes,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Front passenger curtain airbag, Rear passenger curtain airbags",Yes,Yes,Yes,,9,,"Rake, Reach",,,Front & rear sensors with 360 degree view,Yes,Yes,,,,Touch Sensitive,"With gear shift paddles, Multifunction Steering Wheel",,Yes,Electric Adjustment with Memory,,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,
1025,,Mercedes-Benz A-Class,180,"27,85,288",1595 cc,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1433,4292,1780,Hatchback,5,12.03 km/litre,15.5 km/litre,15.5 km/litre,,1395 kg,7,160 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Torsion Beam,1553 mm,1552 mm,205/55R16,205/55R16,Electric Power,All Windows,Yes,Smart Key,122PS@5000rpm,200Nm@1250-4000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2699 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",341 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1920 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Rear passenger curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,,,Yes,Cup Holders,Yes,Yes,,,Only front,,,,,Yes,,,Yes,Yes,,,,,
1026,,Mercedes-Benz A-Class,200D,"28,86,871",2143 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1433,4292,2022,Hatchback,5,12.03 km/litre,15.5 km/litre,15.5 km/litre,,1515 kg,7,160 mm,Ventilated Disc,Ventilated Disc,MacPherson Strut,Torsion Beam,1553 mm,1552 mm,205/55R16,205/55R16,Electric Power,All Windows,Yes,Smart Key,136PS@4400RPM,300Nm@1600-3000rpm,Digital,Analog,Analog,Yes,5,Leather,Automatic,2699 mm,205/55R16,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,3 years / Unlimited Kms,Yes,"Internal, With Remote",341 litres,Yes,Yes,,Digital,Front,Yes,Front,Yes,4th year /with (absolutely no mileage restriction),Yes,Internal,Analog,Automatic,Analog + Digital,Yes,5.5 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,2000 kg,"Drive side airbag, Front passenger curtain airbag, Driver curtain airbag, Driver frontal airbag, Rear passenger curtain airbags, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,8,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,,,,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,,,Yes,Cup Holders,Yes,Yes,,,Only front,,,,,Yes,,,Yes,Yes,,,,,
