,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,City_Mileage,Highway_Mileage,ARAI_Certified_Mileage,ARAI_Certified_Mileage_for_CNG,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
473,Honda,Amaze,V Cvt Diesel,"9,25,000",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501,3995,1695,Sedan,4,,,23.8 km/litre,,1039 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R15,175/65R15,Electric Power,All Windows,,Remote,80PS@3600rpm,160Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470 mm,175/65R15,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,Yes,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,,,,Yes,Yes,,Yes,,,,,,,,,,
474,Honda,Amaze,S Mt Diesel,"7,85,000",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501,3995,1695,Sedan,4,,,27.4 km/litre,,1010 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Remote,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R14,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,,,,,,
475,Honda,Amaze,Vx Mt Diesel,"8,93,000",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501,3995,1695,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,
476,Honda,Amaze,V Mt Diesel,"8,45,000",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501,3995,1695,Sedan,4,,,27.4 km/litre,,1021 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R15,175/65R15,Electric Power,All Windows,,Remote,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R15,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,,,,,,
477,Honda,Amaze,Vx Mt Petrol,"7,81,000",1199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501,3995,1695,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,
478,Honda,Amaze,V Mt Petrol,"7,33,000",1199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501,3995,1695,Sedan,4,,,19.5 km/litre,,921 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R15,175/65R15,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R15,Yes,,CD/MP3/DVD Player with USB & Aux-in,,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",,With Remote,420 litres,,Yes,Yes,Digital,Front & Rear,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,Rear sensors,Yes,,,,,,Multifunction Steering Wheel,,,,,,,Cup Holders,,,,,,,Yes,,,,,,Yes,,,,,,
479,Honda,Amaze,S Mt Petrol,"6,73,000",1198 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501,3995,1695,Sedan,4,,,19.5 km/litre,,917 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Yes,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R14,,,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,Internal,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,Rear sensors,Yes,Yes,,,,,Multifunction Steering Wheel,,,Manual Adjustment,,,,,Yes,,,,,,Yes,,,,,,,,,,,,
480,Honda,Amaze,Exclusive Edition Diesel,"9,06,000",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501,3995,1695,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,
481,Honda,Amaze,Exclusive Edition Petrol,"7,94,000",1199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501,3995,1695,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,
482,Honda,Amaze,Vx Cvt Diesel,"9,66,000",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501,3995,1695,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,1,,,,
483,Honda,Amaze,Vx Cvt Petrol,"8,64,000",1199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501,3995,1695,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,1,,,,
484,Honda,Amaze,Ace Edition Cvt Diesel,"9,79,300",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501,3995,1695,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,1,,,,
485,Honda,Amaze,Ace Edition Cvt Petrol,"8,77,300",1199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501,3995,1695,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Analog,Yes,5,Fabric,Automatic,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,1,,,,
486,Honda,Amaze,Ace Edition Mt Diesel,"9,06,300",1498 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Diesel,1501,3995,1695,Sedan,4,,,27.4 km/litre,,1023 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,100PS@3600rpm,200Nm@1750rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,Cup Holders,Yes,,,,,Yes,Yes,,,,,,,Yes,,,,,
487,Honda,Amaze,Ace Edition Mt Petrol,"7,94,300",1199 cc,4,4,FWD (Front Wheel Drive),In-line,BS 6,"Front, Transverse",Injection,35 litres,Petrol,1501,3995,1695,Sedan,4,,,19.5 km/litre,,924 kg,5,170 mm,Ventilated Disc,Drum,"McPherson Strut, Coil Spring",Torsion Beam Coil Spring,,,175/65R14,175/65R14,Electric Power,All Windows,,Smart Key,90PS@6000rpm,110Nm@4800rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2470 mm,175/65R14,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,"2 Years / 40,000 Kms (Whichever comes earlier)",Yes,With Remote,420 litres,Yes,Yes,Yes,Digital,Front,,Front & Rear,Yes,1 years /20000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,4.7 meter,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1075 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,16.7:1,Rake,,,"Rear sensors, Rear sensors with camera",Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,,,,Yes,,,,,,Yes,,,,,,,Yes,,,,,
488,Maruti Suzuki,Gypsy,Hard Top,"6,37,343",1298 cc,4,4,4WD,In-line,BS III,"Front, Transverse",Injection,40 litres,Petrol,1875,4010,1540,SUV,3,10.2 km/litre,14.8 km/litre,11.9 km/litre,,985 kg,5,210 mm,Solid Disc,Drum,Leaf spring with Double action damper,Leaf spring with Double action damper,1300 mm,1310 mm,205/70,205/70,,,,,80PS@6000rpm,103Nm@4500RPM,Yes,Analog,Not on offer,,8,Fabric,Manual,2375 mm,R15,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,350 litres,,,,,Not on offer,,Front & Rear,,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog,Manual,Analog + Digital,,5.1 meter,Yes,Co-Driver Only,Not Applicable,,,,,,,,,,,,,,,,,,,1585 kg,,,,,,,9.0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,Maruti Suzuki,Gypsy,Soft Top,"6,22,730",1298 cc,4,4,4WD,In-line,BS III,"Front, Transverse",Injection,40 litres,Petrol,1845,4010,1540,SUV,3,10.2 km/litre,14.8 km/litre,11.9 km/litre,,985 kg,5,210 mm,Solid Disc,Drum,Rear Leaf spring with Double action damper,Rear Leaf spring with Double action damper,1300 mm,1310 mm,205/70,205/70,,,,,80PS@6000rpm,103Nm@4500RPM,Yes,Analog,Not on offer,,8,Fabric,Manual,2375 mm,R15,,,Not on offer,,,2 years /40000 Kms (years/distance whichever comes first),,Manual,,,,,,Not on offer,,,,"3rd/4th year/up to 80,000 Kms (whichever comes first)",,Manual,Analog,Manual,Analog,,5.1 meter,Yes,Driver & Front Passenger,Not Applicable,,,,,,,,,,,,,,,,,,,1585 kg,,,,,,,9.0:1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Hyundai,Venue,1.2 Kappa Mt E,"6,55,000",1197 cc,4,,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590,3995,1770,SUV,5,,,17.52 km/litre,,,5,200 mm,Ventilated Disc,Drum,McPherson Strut with Coil Spring Rear,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,Electric Power,All Windows,,,82hp@6000rpm,112.7Nm@4000rpm,Yes,Yes,Yes,Yes,5,Fabric,Manual,2500 mm,195 / 65 R15,,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Internal",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Internal, Manual",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,Yes,,Yes,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,
491,Hyundai,Venue,1.0 Turbo Gdi Mt S,"8,26,000",998 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1590,3995,1770,SUV,5,,,18.27 km/litre,,,7,200 mm,Ventilated Disc,Drum,Mc Pherson Strut Type with Coil Spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,Electric Power,All Windows,,Remote,117hp@6000rpm,172Nm@4000rpm,Yes,Yes,Yes,Yes,5,Fabric,Manual,2500 mm,195 / 65 R15,Yes,2,CD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, Internal",350 litres,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,"Internal, Manual",Yes,Manual,Digital,Yes,,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,,,,,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,,Yes,Multifunction Steering Wheel,Yes,,,Yes,Yes,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,
492,Hyundai,Venue,1.4 Crdi Mt E,"7,80,000",1397 cc,4,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,,Diesel,1590,3995,1770,SUV,5,,,23.7 km/litre,,,6,200 mm,Ventilated Disc,Drum,MacPherson Strut & Coil spring,Coupled Torsion Beam Axle with coil spring,,,195 / 65 R15,195 / 65 R15,,Only Front Windows,,,89hp@4000rpm,220Nm@1500-2750rpm,Digital,Analog,Analog,2,5,Fabric,Manual,2500 mm,195 / 65 R15,,1,CD Player with USB & Aux-in,,Yes,,,Internal,350 litres,,Yes,Yes,Digital,Front,,Front & Rear,,,,,Analog,Manual,Analog,Yes,,,,,Manual Air conditioning with cooling and heating,Yes,Yes,Yes,Yes,,,Normal,Yes,Yes,,Yes,,,,Yes,Yes,,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2,,,,,Rear sensors,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,,,,,,
